n,time_s,x_q24,p_q24,reference_x_m,word_hex,occupancy,sigma_delta_bit,chi,rho,theta,z,phi,depth,phase,lut,kappa,cycle
2187,17.08593750,-3149945,16466564,-0.191629448232,34EEF9F2B2C65C73,1,1,0,846,1916,-54,812,12,23,14,0,3
2188,17.09375000,-3021108,16491173,-0.183955964541,4B49080DCD36DEFB,0,0,0,1204,1156,55,211,13,23,95,0,3
2189,17.10156250,-2892086,16514775,-0.176271253126,41AE5A12BAE75C4B,0,0,0,1050,1837,74,942,14,23,9,0,3
2190,17.10937500,-2762888,16537369,-0.168575783023,503932098AF7DF03,0,1,0,1283,1177,38,175,15,23,96,0,3
2191,17.11718750,-2633521,16558954,-0.160870023922,424E66177A985C53,0,0,0,1060,1843,93,937,16,23,10,0,3
2192,17.12500000,-2503993,16579528,-0.153154446145,509938098B28DF03,0,1,0,1289,1180,38,178,17,23,96,0,3
2193,17.13281250,-2374313,16599090,-0.145429520609,426E6617BA895C53,0,0,0,1062,1843,94,936,18,23,10,0,3
2194,17.14062500,-2244488,16617639,-0.137695718805,50A13809CB29DD03,0,1,0,1290,156,39,178,19,23,32,0,3
2195,17.14843750,-2114526,16635174,-0.129953512764,356F07F7728A5C7B,1,0,0,854,1923,-35,808,20,23,15,0,3
2196,17.15625000,-1984435,16651694,-0.122203375030,4BC90C0DCD5ADEFB,0,0,0,1212,1158,55,213,21,23,95,0,3
2197,17.16406250,-1854223,16667197,-0.114445778633,41B65C12FADB5E4B,1,1,0,1051,814,75,941,22,23,73,0,3
2198,17.17187500,-1723897,16681683,-0.106681197054,4369D3E982FBDF2B,0,0,0,1078,1257,-90,47,23,23,101,0,3
2199,17.17968750,-1593466,16695151,-0.098910104206,3D563A1B7CCC5E43,1,1,0,981,797,109,972,24,23,72,0,3
2200,17.18750000,-1462938,16707600,-0.091132974394,4329CBE4C36CDF2B,0,0,0,1074,1253,-109,54,25,23,101,0,3
2201,17.19531250,-1332321,16719029,-0.083350282296,3D0E361BBC9D5C43,1,1,0,976,1819,110,969,26,23,8,0,3
2202,17.20312500,-1201622,16729438,-0.075562502925,50092C04CB7DDF03,0,0,0,1280,1174,19,183,27,23,96,0,3
2203,17.21093750,-1070850,16738826,-0.067770111609,41EE6217BA5E5C53,0,1,0,1054,1841,94,933,28,23,10,0,3
2204,17.21875000,-940013,16747192,-0.059973583955,50A138098B3EDD03,0,0,0,1290,156,38,179,29,23,32,0,3
2205,17.22656250,-809118,16754536,-0.052173395822,353705F7727F5E7B,1,1,0,851,898,-35,807,30,23,79,0,3
2206,17.23437500,-678174,16760857,-0.044370023295,3EF1ABED855FDD23,1,0,0,1007,213,-74,85,31,23,36,0,3
2207,17.24218750,-547188,16766155,-0.036563942649,3EFE57ED85505D27,1,1,0,1007,1835,-74,85,0,23,36,1,3
2208,17.25000000,-416169,16770430,-0.028755630329,445DD22981B0DD47,0,0,0,1093,1769,166,27,1,23,40,1,3
2209,17.25781250,-285125,16773681,-0.020945562914,45B9E02291F15E47,1,1,0,1115,1264,138,287,2,23,72,1,3
2210,17.26562500,-154063,16775909,-0.013134217089,439E3E0E3C71DD2F,0,0,0,1081,1823,56,967,3,23,37,1,3
2211,17.27343750,-22992,16777113,-0.005322069619,50D93409CA426277,0,0,0,1293,1178,39,164,4,24,78,1,3
2212,17.28125000,108081,16777293,0.002490402682,41F66A183A92E327,0,1,0,1055,821,96,937,5,24,100,1,3
2213,17.28906250,239147,16776449,0.010302722982,43F9D5E94323624F,1,1,0,1087,1258,-91,50,6,24,73,1,3
2214,17.29687500,370198,16774581,0.018114414457,3D5E3C1BBCB3E137,1,0,0,981,1822,110,971,7,24,38,1,3
2215,17.30468750,501227,16771689,0.025925000321,50312C04CB746077,0,1,0,1283,150,19,183,8,24,14,1,3
2216,17.31250000,632225,16767773,0.033734003857,34EF03F7B254E0FF,1,0,0,846,1921,-34,805,9,24,31,1,3
2217,17.32031250,763185,16762834,0.041540948443,4BD10C0D8D75607F,0,1,0,1213,134,54,215,10,24,15,1,3
2218,17.32812500,894098,16756872,0.049345357584,34B6FBF2F2C5E307,1,0,0,843,893,-53,812,11,24,96,1,3
2219,17.33593750,1024956,16749887,0.057146754939,3E91A7ED85366057,0,1,0,1001,211,-74,83,12,24,10,1,3
2220,17.34375000,1155752,16741880,0.064944664350,2FB6CFF6B506E30F,1,0,0,763,871,-38,848,13,24,97,1,3
2221,17.35156250,1286477,16732851,0.072738609873,3DE99BE8C587625F,1,1,0,990,1229,-93,88,14,24,75,1,3
2222,17.35937500,1417124,16722800,0.080528115807,3C5E2A16BCE7E137,1,0,0,965,1813,90,974,15,24,38,1,3
2223,17.36718750,1547684,16711729,0.088312706720,4F8928048B586277,0,1,0,1272,1172,18,181,16,24,78,1,3
2224,17.37500000,1678150,16699638,0.096091907480,41CE62177A68E127,1,0,0,1052,1841,93,934,17,24,36,1,3
2225,17.38281250,1808513,16686527,0.103865243285,508938094B396277,0,1,0,1288,1180,37,179,18,24,78,1,3
2226,17.39062500,1938766,16672398,0.111632239692,42566617BA89E327,0,0,0,1061,819,94,936,19,24,100,1,3
2227,17.39843750,2068901,16657251,0.119392422641,43B9D7E9831A624F,1,1,0,1083,1259,-90,49,20,24,73,1,3
2228,17.40625000,2198910,16641088,0.127145318493,3D7E3A1BBCCAE137,1,1,0,983,1821,110,972,21,24,38,1,3
2229,17.41406250,2328784,16623909,0.134890454050,50092C04CB6B6277,0,0,0,1280,1174,19,182,22,24,78,1,3
2230,17.42187500,2458516,16605715,0.142627356589,42166217BA6BE327,0,1,0,1057,817,94,934,23,24,100,1,3
2231,17.42968750,2588098,16586508,0.150355553889,4381D7E9832C604F,0,0,0,1080,235,-90,50,24,24,9,1,3
2232,17.43750000,2717522,16566288,0.158074574260,3096D9FB74CCE30F,1,1,0,777,876,-19,844,25,24,97,1,3
2233,17.44531250,2846780,16545057,0.165783946575,3E299FE8C59D625F,1,0,0,994,1231,-93,89,26,24,75,1,3
2234,17.45312500,2975865,16522817,0.173483200292,3C862A16FCEDE337,1,1,0,968,789,91,974,27,24,102,1,3
2235,17.46093750,3104768,16499568,0.181171865489,4271C7E4834E604F,0,1,0,1063,227,-110,52,28,24,9,1,3
2236,17.46875000,3233481,16475312,0.188849472889,3016D5FB34AEE30F,1,0,0,769,874,-20,842,29,24,97,1,3
2237,17.47656250,3361997,16450050,0.196515553890,3DE99FE885AF6667,1,1,0,990,1231,-94,90,30,25,76,1,3
2238,17.48437500,3490308,16423784,0.204169640595,3C862A16BCEFE73F,1,0,0,968,789,90,974,31,25,103,1,3
2239,17.49218750,3618406,16396516,0.211811265837,3C89D616BCE0673B,1,1,0,968,1259,90,974,0,25,103,0,3
2240,17.50000000,3746283,16368247,0.219439963211,48517FF346F0E523,0,1,0,1157,191,-51,111,1,25,36,0,3
2241,17.50781250,3873931,16338979,0.227055267101,326EE9F973A16483,1,0,0,806,1908,-27,826,2,25,16,0,3
2242,17.51562500,4001343,16308714,0.234656712708,4B29040B0D81E70B,0,1,0,1202,1154,44,216,3,25,97,0,3
2243,17.52343750,4128511,16277454,0.242243836079,41B65812BAC2665B,1,1,0,1051,812,74,940,4,25,75,0,3
2244,17.53125000,4255427,16245200,0.249816174134,4309D3E982F2E73B,0,0,0,1072,1257,-90,47,5,25,103,0,3
2245,17.53906250,4382083,16211954,0.257373264698,3D8E3A1B7CD36453,1,1,0,984,1821,109,973,6,25,10,0,3
2246,17.54687500,4508471,16177719,0.264914646524,4FD12C050B63E513,0,0,0,1277,150,20,182,7,25,34,0,3
2247,17.55468750,4634584,16142497,0.272439859325,354F01F77264648B,1,1,0,852,1920,-35,806,8,25,17,0,3
2248,17.56250000,4760414,16106289,0.279948443802,4B690C0D8D64E70B,0,1,0,1206,1158,54,214,9,25,97,0,3
2249,17.57031250,4885954,16069098,0.287439941669,420E5A12BAD5645B,0,0,0,1056,1837,74,941,10,25,11,0,3
2250,17.57812500,5011196,16030926,0.294913895683,50013409CAE5E513,0,1,0,1280,154,39,174,11,25,34,0,3
2251,17.58593750,5136132,15991776,0.302369849673,358F05F73296648B,1,1,0,856,1922,-36,809,12,25,17,0,3
2252,17.59375000,5260754,15951650,0.309807348566,4B710C0DCD56E50B,0,0,0,1207,134,55,213,13,25,33,0,3
2253,17.60156250,5385055,15910550,0.317225938415,3516F9F2B2D76683,1,1,0,849,892,-54,813,14,25,80,0,3
2254,17.60937500,5509027,15868479,0.324625166427,3E29A7EDC527E733,1,1,0,994,1235,-73,82,15,25,102,0,3
2255,17.61718750,5632663,15825440,0.332004580993,3D1E2E16BD286453,1,0,0,977,1815,90,978,16,25,10,0,3
2256,17.62500000,5755955,15781435,0.339363731711,4F4928050B38E713,0,1,0,1268,1172,20,179,17,25,98,0,3
2257,17.63281250,5878896,15736467,0.346702169415,423662173A796663,1,1,0,1059,817,92,935,18,25,76,0,3
2258,17.64062500,6001478,15690538,0.354019446206,4331D7E98319E53B,1,0,0,1075,235,-90,49,19,25,39,0,3
2259,17.64843750,6123694,15643651,0.361315115475,30E6D9FB74CA667B,1,1,0,782,876,-19,844,20,25,79,0,3
2260,17.65625000,6245536,15595810,0.368588731931,3DC99FE9059AE72B,1,1,0,988,1231,-92,89,21,25,101,0,3
2261,17.66406250,6366997,15547017,0.375839851631,3CE62A16BCFB6653,1,0,0,974,789,90,975,22,25,74,0,3
2262,17.67187500,6488069,15497275,0.383068032003,4229C7E4C33BEB43,0,1,0,1058,1251,-109,51,23,26,104,0,3
2263,17.67968750,6608745,15446587,0.390272831877,3D56341B3CBC6A5B,1,1,0,981,794,108,971,24,26,75,0,3
2264,17.68750000,6729018,15394956,0.397453811509,4289CBE4C36CEB43,0,0,0,1064,1253,-109,54,25,26,104,0,3
2265,17.69531250,6848880,15342386,0.404610532609,3D96341B7CAD6A5B,1,1,0,985,794,109,970,26,26,75,0,3
2266,17.70312500,6968324,15288879,0.411742558368,4271CDE4C35DE943,1,1,0,1063,230,-109,53,27,26,40,0,3
2267,17.71093750,7087343,15234439,0.418849453483,309ED5FB34AE6883,1,1,0,777,1898,-20,842,28,26,16,0,3
2268,17.71875000,7205929,15179069,0.425930784186,4A9100090DAEE913,0,0,0,1193,128,36,218,29,26,34,0,3
2269,17.72656250,7324076,15122773,0.432986118269,34EEF5F272BF688B,1,1,0,846,1914,-55,811,30,26,17,0,3
2270,17.73437500,7441776,15065554,0.440015025112,4AB1080DCD2FE913,0,1,0,1195,132,55,210,31,26,34,0,3
2271,17.74218750,7559021,15007415,0.447017075705,4ABEF80DCD206917,0,0,0,1195,1916,55,210,0,26,34,1,3
2272,17.75000000,7675805,14948360,0.453991842680,4BB5E42A00E0EB57,0,1,0,1211,754,168,14,1,26,106,1,3
2273,17.75781250,7792121,14888393,0.460938900333,39629206C931682F,1,1,0,918,329,27,147,2,26,5,1,3
2274,17.76562500,7907961,14827517,0.467857824651,3306B5F2B6E1EB27,1,1,0,816,858,-54,878,3,26,100,1,3
2275,17.77343750,8023318,14765736,0.474748193339,3DC99DE984A26A6F,1,0,0,988,1230,-90,74,4,26,77,1,3
2276,17.78125000,8138186,14703054,0.481609585844,3CE62C16FD12EB47,1,1,0,974,790,91,977,5,26,104,1,3
2277,17.78906250,8252557,14639474,0.488441583382,4209C7E4C3336A5F,1,1,0,1056,1251,-109,51,6,26,75,1,3
2278,17.79687500,8366424,14575001,0.495243768964,3D86341B3CC3EB47,1,1,0,984,794,108,972,7,26,104,1,3
2279,17.80468750,8479781,14509638,0.502015727418,4249CBE4C3546A5F,1,0,0,1060,1253,-109,53,8,26,75,1,3
2280,17.81250000,8592620,14443390,0.508757045420,3DA6341B3CB4EB47,1,1,0,986,794,108,971,9,26,104,1,3
2281,17.82031250,8704935,14376260,0.515467311514,4251CDE4C355685F,0,1,0,1061,230,-109,53,10,26,11,1,3
2282,17.82812500,8816718,14308253,0.522146116140,30CED3FB34B5E91F,1,1,0,780,1897,-20,843,11,26,35,1,3
2283,17.83593750,8927963,14239372,0.528793051659,4A6900090D966A97,0,0,0,1190,1152,36,217,12,26,82,1,3
2284,17.84375000,9038663,14169622,0.535407712375,420E56127AC6E93F,1,1,0,1056,1835,73,940,13,26,39,1,3
2285,17.85156250,9148811,14099007,0.541989694564,4F713409CAE76887,0,1,0,1271,154,39,174,14,26,16,1,3
2286,17.85937500,9258401,14027532,0.548538596496,35EF05F6F2A7E90F,1,1,0,862,1922,-37,810,15,26,33,1,3
2287,17.86718750,9367426,13955201,0.555054018459,4B110C0E0D486C97,0,1,0,1201,134,56,212,16,27,18,1,3
2288,17.87500000,9475879,13882018,0.561535562785,358EF9F272E8ED1F,1,0,0,856,1916,-55,814,17,27,35,1,3
2289,17.88281250,9583754,13807988,0.567982833875,4AB1080E0D196C97,0,1,0,1195,132,56,209,18,27,18,1,3
2290,17.89062500,9691044,13733115,0.574395438221,356EF9F272F9ED1F,1,1,0,854,1916,-55,815,19,27,35,1,3
2291,17.89843750,9797742,13657404,0.580772984429,4AA9080DCD1A6E97,0,1,0,1194,1156,55,209,20,27,82,1,3
2292,17.90625000,9903842,13580859,0.587115083248,42565A127AFAEF47,0,0,0,1061,813,73,943,21,27,104,1,3
2293,17.91406250,10009338,13503485,0.593421347588,4299D3E9C2DB6E67,1,1,0,1065,1257,-89,45,22,27,76,1,3
2294,17.92187500,10114223,13425287,0.599691392548,3E26381B3CEBEF4F,1,1,0,994,796,108,974,23,27,105,1,3
2295,17.92968750,10218491,13346270,0.605924835436,4249CDE5034C6E67,1,1,0,1060,1254,-108,52,24,27,76,1,3
2296,17.93750000,10322135,13266438,0.612121295795,3DE6341B3CBCEF4F,1,1,0,990,794,108,971,25,27,105,1,3
2297,17.94531250,10425149,13185796,0.618280395425,4231CDE5034D6C67,0,1,0,1059,230,-108,52,26,27,12,1,3
2298,17.95312500,10527527,13104350,0.624401758407,30EED3FB34BDED27,1,0,0,782,1897,-20,843,27,27,36,1,3
2299,17.96093750,10629262,13022104,0.630485011124,4A3102090D9E6C97,0,1,0,1187,129,36,217,28,27,18,1,3
2300,17.96875000,10730348,12939063,0.636529782285,3536F5F272CEEF1F,1,1,0,851,890,-55,812,29,27,99,1,3
2301,17.97656250,10830780,12855232,0.642535702949,3D71A7EDC51F6C6F,1,1,0,983,211,-73,81,30,27,13,1,3
2302,17.98437500,10930550,12770617,0.648502406545,309ECBF6353FED27,1,1,0,777,1893,-40,851,31,27,36,1,3
2303,17.99218750,11029653,12685222,0.654429528897,309137F635306D23,1,0,0,777,155,-40,851,0,27,36,0,3
2304,18.00000000,11128083,12599053,0.660316708244,33D20BD2FFC0ED5B,1,1,0,829,261,-181,1020,1,27,43,0,3
2305,18.00781250,11225834,12512115,0.666163585262,39DE09D8EEA16C5B,1,1,0,925,1796,-157,746,2,27,11,0,3
2306,18.01562500,11322900,12424413,0.671969803089,47B12011CB51ED23,0,1,0,1147,144,71,181,3,27,36,0,3
2307,18.02343750,11419275,12335953,0.677735007342,34F6F7F1B3C26E93,1,1,0,847,891,-58,828,4,27,82,0,3
2308,18.03125000,11514953,12246740,0.683458846144,3D89A5ED4502EF43,1,1,0,984,1234,-75,80,5,27,104,0,3
2309,18.03906250,11609928,12156779,0.689140970140,3D9E2C167D336C63,1,0,0,985,1814,89,979,6,27,12,0,3
2310,18.04687500,11704194,12066076,0.694781032523,4EB12A054B23ED23,0,1,0,1259,149,21,178,7,27,36,0,3
2311,18.05468750,11797746,11974637,0.700378689053,35D6FFF6F2846E93,1,1,0,861,895,-37,808,8,27,82,0,3
2312,18.06250000,11890578,11882467,0.705933598078,3DB1ABEDC534F14B,1,1,0,987,213,-73,83,9,28,41,0,3
2313,18.07031250,11982684,11789572,0.711445420555,30DECBF675357093,1,1,0,781,1893,-39,851,10,28,18,0,3
2314,18.07812500,12074059,11695957,0.716913820070,49D0FE094D55F11B,0,1,0,1181,127,37,213,11,28,35,0,3
2315,18.08593750,12164697,11601628,0.722338462861,3536F5F232D6729B,1,1,0,851,890,-56,813,12,28,83,0,3
2316,18.09375000,12254592,11506591,0.727719017834,3D49A7EDC516F34B,1,0,0,980,1235,-73,81,13,28,105,0,3
2317,18.10156250,12343739,11410852,0.733055156590,3DBE2C163D47706B,1,1,0,987,1814,88,980,14,28,13,0,3
2318,18.10937500,12432133,11314417,0.738346553438,4EA92A054B17F32B,0,1,0,1258,1173,21,177,15,28,101,0,3
2319,18.11718750,12519768,11217291,0.743592885417,42D66016FA98727B,1,1,0,1069,816,91,937,16,28,79,0,3
2320,18.12500000,12606639,11119480,0.748793832319,4291D9E9C2F8F153,1,1,0,1065,236,-89,47,17,28,42,0,3
2321,18.13281250,12692740,11020991,0.753949076705,3186D7FB34E97293,1,1,0,792,875,-20,846,18,28,82,0,3
2322,18.14062500,12778067,10921829,0.759058303926,3D29A1E94579F34B,1,1,0,978,1232,-91,87,19,28,105,0,3
2323,18.14843750,12862614,10822000,0.764121202140,3D8628167D1A726B,1,1,0,984,788,89,977,20,28,77,0,3
2324,18.15625000,12946376,10721511,0.769137462334,4189C9E5031AF353,0,0,0,1048,1252,-108,49,21,28,106,0,3
2325,18.16406250,13029348,10620367,0.774106778342,3DF6341AFCDB726B,1,1,0,991,794,107,973,22,28,77,0,3
2326,18.17187500,13111524,10518575,0.779028846862,41E9CDE5034BF353,0,1,0,1054,1254,-108,52,23,28,106,0,3
2327,18.17968750,13192900,10416141,0.783903367476,3E2E341B3CCC706B,1,1,0,994,1818,108,972,24,28,13,0,3
2328,18.18750000,13273471,10313071,0.788730042669,4ED12E054B4CF12B,0,1,0,1261,151,21,180,25,28,37,0,3
2329,18.19531250,13353232,10209372,0.793508577846,3616FFF6F28D729B,1,1,0,865,895,-37,808,26,28,83,0,3
2330,18.20312500,13432178,10105050,0.798238681349,3D91ADEDC53DF14B,1,1,0,985,214,-73,83,27,28,41,0,3
2331,18.21093750,13510304,10000111,0.802920064477,30FECBF6353E7093,1,1,0,783,1893,-40,851,28,28,18,0,3
2332,18.21875000,13587605,9894562,0.807552441503,49B0FE094D5EF11B,0,1,0,1179,127,37,213,29,28,35,0,3
2333,18.22656250,13664077,9788409,0.812135529690,356EF3F232DF709B,1,1,0,854,1913,-56,813,30,28,19,0,3
2334,18.23437500,13739715,9681658,0.816669049310,4A29080DCD1FF323,0,0,0,1186,1156,55,209,31,28,100,0,3
2335,18.24218750,13814514,9574316,0.821152723661,4A26F80DCD107327,0,1,0,1186,892,55,209,0,28,100,1,3
2336,18.25000000,13888470,9466390,0.825586279082,3F6E8009F8F0F147,1,1,0,1014,1856,39,911,1,28,40,1,3
2337,18.25781250,13961578,9357886,0.829969444971,4DD12A0B0B51749F,0,1,0,1245,149,44,181,2,29,19,1,3
2338,18.26562500,14033834,9248811,0.834301953804,363701F5B2D1F72F,1,1,0,867,896,-42,813,3,29,101,1,3
2339,18.27343750,14105234,9139172,0.838583541145,3D91ABEE0522747F,1,1,0,985,213,-72,82,4,29,15,1,3
2340,18.28125000,14175773,9028975,0.842813945669,3106CBF63532F737,1,1,0,784,869,-40,851,5,29,102,1,3
2341,18.28906250,14245447,8918227,0.846992909175,3CA99DE945437687,1,1,0,970,1230,-91,84,6,29,80,1,3
2342,18.29687500,14314251,8806934,0.851120176598,3D7E28163D23F55F,1,1,0,983,1812,88,978,7,29,43,1,3
2343,18.30468750,14382182,8695104,0.855195496033,4E492A050B24769F,0,1,0,1252,1173,20,178,8,29,83,1,3
2344,18.31250000,14449235,8582743,0.859218618742,430E6016FAA4F557,1,1,0,1072,1840,91,938,9,29,42,1,3
2345,18.32031250,14515406,8469858,0.863189299176,4F513A0A0AF5749F,0,1,0,1269,157,40,175,10,29,19,1,3
2346,18.32812500,14580691,8356456,0.867107294983,369703F6F2B5F727,1,1,0,873,897,-37,811,11,29,100,1,3
2347,18.33593750,14645086,8242544,0.870972367031,3DA9ADEE0526767F,1,0,0,986,1238,-72,82,12,29,79,1,3
2348,18.34375000,14708587,8128129,0.874784279415,3E1E2C167D36F55F,1,1,0,993,1814,89,979,13,29,43,1,3
2349,18.35156250,14771190,8013218,0.878542799475,4E712A058B17749F,0,1,0,1255,149,22,177,14,29,19,1,3
2350,18.35937500,14832892,7897818,0.882247697810,3616FFF6B297F72F,1,1,0,865,895,-38,809,15,29,101,1,3
2351,18.36718750,14893688,7781936,0.885898748294,3D69ADEDC538767F,1,1,0,982,1238,-73,83,16,29,79,1,3
2352,18.37500000,14953575,7665579,0.889495728084,3E1E2C163D48F55F,1,1,0,993,1814,88,980,17,29,43,1,3
2353,18.38281250,15012550,7548754,0.893038417639,4E692A058B09769F,0,1,0,1254,1173,22,176,18,29,83,1,3
2354,18.39062500,15070608,7431468,0.896526600732,43166016FAA9F757,0,1,0,1073,816,91,938,19,29,106,1,3
2355,18.39843750,15127747,7313729,0.899960064463,4259D9E9C2FA7677,1,1,0,1061,1260,-89,47,20,29,78,1,3
2356,18.40625000,15183962,7195543,0.903338599269,3EBE381B3CFAF55F,1,1,0,1003,1820,108,975,21,29,43,1,3
2357,18.41406250,15239250,7076918,0.906661998944,4EC92E058B3B769F,0,1,0,1260,1175,22,179,22,29,83,1,3
2358,18.42187500,15293608,6957861,0.909930060643,43366016FA9BF757,0,1,0,1075,816,91,937,23,29,106,1,3
2359,18.42968750,15347033,6838380,0.913142584901,4259D9EA02FC7677,1,1,0,1061,1260,-88,47,24,29,78,1,3
2360,18.43750000,15399521,6718481,0.916299375642,3EBE381AFCFCF55F,1,1,0,1003,1820,107,975,25,29,43,1,3
2361,18.44531250,15451069,6598172,0.919400240193,4EB12E058B3D749F,0,1,0,1259,151,22,179,26,29,19,1,3
2362,18.45312500,15501674,6477461,0.922444989291,3656FFF6F29DFB37,1,1,0,869,895,-37,809,27,30,102,1,3
2363,18.46093750,15551333,6356354,0.925433437102,3D69ADEE052E7A87,1,1,0,982,1238,-72,82,28,30,80,1,3
2364,18.46875000,15600043,6234859,0.928365401225,3E262C163D4EFB67,1,1,0,994,790,88,980,29,30,108,1,3
2365,18.47656250,15647801,6112984,0.931240702710,4169C9E5430F7A7F,1,1,0,1046,1252,-107,48,30,30,79,1,3
2366,18.48437500,15694604,5990736,0.934059166061,3E46341AFCEFFB67,1,1,0,996,794,107,974,31,30,108,1,3
2367,18.49218750,15740449,5868122,0.936820619256,3E49CC1AFCE07B63,1,1,0,996,1254,107,974,0,30,108,0,3
2368,18.50000000,15785333,5745150,0.939524893748,477185F386D0F953,0,1,0,1143,194,-50,109,1,30,42,0,3
2369,18.50781250,15829254,5621827,0.942171824484,3396E7F933C17AAB,1,1,0,825,883,-28,828,2,30,85,0,3
2370,18.51562500,15872208,5498161,0.944761249907,3D09A7EB4551FB5B,1,0,0,976,1235,-83,85,3,30,107,0,3
2371,18.52343750,15914194,5374159,0.947293011973,3DE62A163D327A7B,1,1,0,990,789,88,979,4,30,79,0,3
2372,18.53125000,15955208,5249829,0.949766956157,4151C9E54302F963,1,1,0,1045,228,-107,48,5,30,44,0,3
2373,18.53906250,15995248,5125179,0.952182931460,3166D3FAB4D37AA3,1,1,0,790,873,-22,845,6,30,84,0,3
2374,18.54687500,16034312,5000216,0.954540790425,3CB1A1E94573F95B,1,1,0,971,208,-91,87,7,30,43,0,3
2375,18.55468750,16072398,4874948,0.956840389140,30E6C7F635147AA3,1,1,0,782,867,-40,849,8,30,84,0,3
2376,18.56250000,16109503,4749382,0.959081587250,3C519DE94544F953,1,1,0,965,206,-91,84,9,30,42,0,3
2377,18.57031250,16145624,4623527,0.961264247963,30C6C7F5F5257AA3,1,1,0,780,867,-41,850,10,30,84,0,3
2378,18.57812500,16180760,4497389,0.963388238060,3C519DE94545F953,1,1,0,965,206,-91,84,11,30,42,0,3
2379,18.58593750,16214908,4370977,0.965453427906,30C6C7F5F5267AA3,1,1,0,780,867,-41,850,12,30,84,0,3
2380,18.59375000,16248067,4244298,0.967459691449,3C519DE94546F953,1,1,0,965,206,-91,84,13,30,42,0,3
2381,18.60156250,16280234,4117360,0.969406906240,30C6C7F5F5277AA3,1,1,0,780,867,-41,850,14,30,84,0,3
2382,18.60937500,16311407,3990171,0.971294953430,3C519DE94547F953,1,1,0,965,206,-91,84,15,30,42,0,3
2383,18.61718750,16341585,3862738,0.973123717782,30C6C7F5F5287AA3,1,1,0,780,867,-41,850,16,30,84,0,3
2384,18.62500000,16370765,3735069,0.974893087678,3C519DE94548F953,1,1,0,965,206,-91,84,17,30,42,0,3
2385,18.63281250,16398946,3607172,0.976602955125,30C6C7F5F5297AA3,1,1,0,780,867,-41,850,18,30,84,0,3
2386,18.64062500,16426126,3479055,0.978253215761,3C519DE94549F953,1,1,0,965,206,-91,84,19,30,42,0,3
2387,18.64843750,16452304,3350726,0.979843768863,30C6C7F5F52A7EAB,1,1,0,780,867,-41,850,20,31,85,0,3
2388,18.65625000,16477477,3222192,0.981374517351,3C519DE9454AFD5B,1,1,0,965,206,-91,84,21,31,43,0,3
2389,18.66406250,16501645,3093462,0.982845367797,30C6C7F5F52B7EAB,1,1,0,780,867,-41,850,22,31,85,0,3
2390,18.67187500,16524805,2964543,0.984256230428,3C499DE9454BFF5B,1,1,0,964,1230,-91,84,23,31,107,0,3
2391,18.67968750,16546957,2835443,0.985607019131,3DBE2815FD3C7C83,1,1,0,987,1812,87,979,24,31,16,0,3
2392,18.68750000,16568099,2706170,0.986897651462,4E112A054B1CFD43,0,1,0,1249,149,21,177,25,31,40,0,3
2393,18.69531250,16588230,2576732,0.988128048647,364EFFF6B2AD7CB3,1,1,0,868,1919,-38,810,26,31,22,0,3
2394,18.70312500,16607348,2447136,0.989298135589,4A310E0E0D3DFD3B,0,1,0,1187,135,56,211,27,31,39,0,3
2395,18.71093750,16625453,2317391,0.990407840871,362EF7F2330E7CB3,1,1,0,866,1915,-56,816,28,31,22,0,3
2396,18.71875000,16642543,2187505,0.991457096764,4A090A0E4CFEFF3B,0,1,0,1184,1157,57,207,29,31,103,0,3
2397,18.72656250,16658617,2057485,0.992445839226,430E58123B1F7C8B,0,1,0,1072,1836,72,945,30,31,17,0,3
2398,18.73437500,16673674,1927340,0.993374007909,4ED9360A4ACFFF43,0,1,0,1261,1179,41,172,31,31,104,0,3
2399,18.74218750,16687714,1797077,0.994241546162,4ED6CA0A4AC07F47,0,1,0,1261,869,41,172,0,31,104,1,3
2400,18.75000000,16700735,1666704,0.995048401036,3FB6940D3850FF57,1,1,0,1019,842,52,901,1,31,106,1,3
2401,18.75781250,16712737,1536230,0.995794523285,40C9CDEB43917E87,1,1,0,1036,1254,-83,57,2,31,80,1,3
2402,18.76562500,16723719,1405662,0.996479867368,3EBE3419BD11FD6F,1,1,0,1003,1818,102,977,3,31,45,1,3
2403,18.77343750,16733680,1275008,0.997104391456,4E892E058B227EAF,0,1,0,1256,1175,22,178,4,31,85,1,3
2404,18.78125000,16742620,1144276,0.997668057431,436E6016FAA2FD67,1,1,0,1078,1840,91,938,5,31,44,1,3
2405,18.78906250,16750538,1013474,0.998170830891,4F293A0A0AF37EAF,0,1,0,1266,1181,40,175,6,31,85,1,3
2406,18.79687500,16757433,882610,0.998612681147,43CE6416FAC3FD5F,1,1,0,1084,1842,91,940,7,31,43,1,3
2407,18.80468750,16763306,751693,0.998993581233,4F493A0A4AE47EAF,0,1,0,1268,1181,41,174,8,31,85,1,3
2408,18.81250000,16768155,620730,0.999313507899,43CE6416FAC4FD5F,1,1,0,1084,1842,91,940,9,31,43,1,3
2409,18.82031250,16771981,489729,0.999572441620,4F493A0A4AE57EAF,0,1,0,1268,1181,41,174,10,31,85,1,3
